Line;seq;SO;Ext.order;WO;Status;print;obrada;Drawings;Truck;Truck date;CUSTOMER;Customer comment;EAN;DESCRIPTION;DESCRIPTION2;Color;QTY;Reason - comment;Nav Painted;WELDED;SHIPPED;STOCK;REST;TBP;logic palet 1;logic palet 2;logic palet 3;logic palet 4;BIG;EURO;PROGRESS;calc;Rest2;EX.SHIP DATE;Unit price;Rest price
E-LINE;0;SO027572;PO005012;WO074103;Firm Planned;0;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;275475;WB 6.00Ix10 H2 5/65.5/112 Ø14 C60 ET0;Silver RAL9006 INDES 750@140;RAL9006;96;;0;0;0;0;96;96;1;;1;0;1;;0;96;96;45912;17,49;1679,04
E-LINE;0;SO027650;PO005020;WO074436;Firm Planned;0;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;275475;WB 6.00Ix10 H2 5/65.5/112 Ø14 C60 ET0;Silver RAL9006 INDES 750@140;RAL9006;96;;0;0;0;0;96;96;1;;1;0;1;;0;96;96;45933;17,49;1679,04
E-LINE;0;SO027543;BE25-009071;WO074008;Released;1;CO Puncher;Drawing;SE-2410;45954;BOHNENKAMP SE;PRIO;374680;WB 6.00Ix10 H2 5/67/112 Ø16 C60 ET25;Silver RAL9006 KENDA 750@140;RAL9006;100;;0;0;0;0;100;100;1,041666667;;1;0,041666667;1;1;0;100;100;45947;27,91;2791
E-LINE;0;SO027179;PO004867;WO072809;Firm Planned;0;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;736006;WB 7.00Ix10 H2 4/64.5/101.6 Ø14.5 C60 ET-28.5;Silver RAL9006 STARCO 600@20;RAL9006;100;;0;0;0;0;100;100;1,25;;1;0,25;1;1;0;100;100;45954;22,02;2202
A-LINE;0;SO027543;BE25-009071;WO074006;Firm Planned;0;;Drawing;SE-2410;45954;BOHNENKAMP SE;;359946;WI GO 2.50Ax8 35x71;Red RAL3002 STARCO 155@16;RAL3002;200;;0;0;0;0;200;200;0,49382716;;0;0,49382716;;1;0;200;200;45975;4,76;952
B-LINE;0;SO027543;BE25-009071;WO074007;Released;1;;Drawing;SE-2410;45954;BOHNENKAMP SE;;551050;WI GK 5.50Ax8 H2 25x157/160;TL Red RAL3002 6205 RS STARCO 365@16;RAL3002;50;;50;50;0;50;50;0;0,285714286;;0;0,285714286;;1;1;0;0;45919;21,5;1075
B-LINE;0;SO027543;BE25-009071;WO074012;Released;1;;Drawing;SE-2410;45954;BOHNENKAMP SE;;294407;WI EK 7.00Ax8 H2 30x107/127;TL Silver RAL9006 6206 2RS STARCO 280@50;RAL9006;100;;0;100;0;0;100;100;0,8;;0;0,8;;1;0;100;100;45947;19,49;1949
E-LINE;0;SO027461;BE25-006594;WO073701;Released;1;prolazne rupe;Drawing;SE-2410;45954;BOHNENKAMP SE;PRIO;269726;WB 7.00Ix12 H2 10/93/140 Ø16.5 ET20;Silver RAL9006 STARCO 975@10;RAL9006;50;;0;0;0;0;50;50;0,833333333;;0;0,833333333;;1;0;50;50;45898;36,5;1825
E-LINE;0;SO027489;PO010343;WO073802;Firm Planned;0;CO Puncher;Drawing;DE-3110;45961;KENDA Deutschland GmbH;;571645;WB 6.00Ix10 H2 4/61/100 Ø15.5 R12 ET0;Silver RAL9006 STARCO 515@20;RAL9006;100;;0;0;0;0;100;100;1,041666667;;1;0,041666667;1;1;0;100;100;45926;15,8;1580
E-LINE;0;SO027194;PO010103;WO072870;Released;2;;Drawing;;;KENDA Deutschland GmbH;PRIO 1;672281;WI EK 7.00Ix8 H2 30x92/102;TL Orange RAL2002 6206-2RS C3 STARCO 560@20;RAL2002;100;;97;100;-97;0;3;3;0,024;;0;0,024;;1;0,97;3;3;45927;26,65;79,95
F-LINE;0;SO027492;PO010339;WO073826;Released;2;CO Puncher;Drawing;DE-0910;45939;KENDA Deutschland GmbH;;149660;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0;VG3 Black CP2004 STARCO 3750@40;RAL9005 (CP1013);40;;39;40;-39;0;1;1;0,1;;0;0,1;;1;0,975;1;1;45930;74,88;74,88
F-LINE;0;SO027300;PO010188;WO073289;Released;2;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;PRIO 6;707136;WB W9x18 H2 6/117.7/152.4 Ø17.5 ET-71;White CP2012 STARCO 1180@40;BIANCO LUCIDO;8;;7;8;-7;0;1;1;0,0625;;0;0,0625;;1;0,875;1;1;45930;64,27;64,27
F-LINE;0;SO027473;PO010338;WO073748;Released;1;;Drawing;;;KENDA Deutschland GmbH;;143729;WB 13.00x17 H2 10/93/140 Ø15 ET-39 Silver RAL9006;AVANT TECNO 2300@10 + VL TR618A Steel Gromit V5...;RAL9006;400;OTPRILIKE POLA NALOGA;373;400;-373;0;27;27;1,8;;1;0,8;1;1;0,9325;27;27;45930;67,7;1827,9
G-LINE;0;SO027491;PO010344;WO073820;Released;1;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;743493;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET-12;VG3 Orange RAL2004  CP1108 STARCO 1950@40;RAL2004;110;13;108;110;-108;0;2;2;0,071428571;;0;0,071428571;;1;0,981818182;2;2;45930;44,42;88,84
C-LINE;0;SO027173;PO010089;WO072754;Released;1;;Drawing;DE-0910;45939;KENDA Deutschland GmbH;;161594;WI GK 7.00Ix8 H2 25x64/73 TL Orange RAL2002 6205;2RS C3 STARCO 375@20 + VL TR412 Rubber Snap-In ...;RAL2002;500;;0;500;0;0;500;500;4;;4;0;4;;0;500;500;45933;12,8;6400
E-LINE;0;SO027461;BE25-006594;WO073698;Released;1;CO Puncher;Drawing;SE-2410;45954;BOHNENKAMP SE;PRIO;277035;WB 7.00Ix12 H2 5/67/112 Ø16 R12 ET10;Silver RAL9006 KENDA 900@140;RAL9006;50;;0;0;0;0;50;50;0,833333333;;0;0,833333333;;1;0;50;50;45898;36,5;1825
G-LINE;0;SO027489;PO010343;WO073809;Released;1;prolazne rupe;Drawing;DE-0910;45939;KENDA Deutschland GmbH;;686899;WB 9.75x16.5 H2 10/95/140 Ø16.5 ET-1;Silver RAL9006 STARCO 2185@20;RAL9006;50;;0;0;0;0;50;50;2,777777778;;2;0,777777778;2;1;0;50;50;45933;72,36;3618
MTM-SBM;0;SO027564;PO010378;WO074070;Firm Planned;0;OC;Drawing;DE-1610;45946;KENDA Deutschland GmbH;;163727;WB 8.25x19.5 H2 6/151/205 Ø26 R18 ET80;Grey RAL7042 STARCO 2750@60;RAL7042;12;;0;0;0;0;12;12;1;;1;0;1;;0;12;12;45933;124,8;1497,6
E-LINE;0;SO027589;PO010371;WO074173;Firm Planned;0;;Drawing;DE-1610;45946;KENDA Deutschland GmbH;;672281;WI EK 7.00Ix8 H2 30x92/102;TL Orange RAL2002 6206-2RS C3 STARCO 560@20;RAL2002;300;;0;0;0;0;300;300;2,4;;2;0,4;2;1;0;300;300;45933;26,65;7995
G-LINE;0;SO027668;PO010403;WO074491;Released;1;prolazne rupe;Drawing;DE-2110;45951;KENDA Deutschland GmbH;;149882;WB W16Cx16.1 6/135.3/170 Ø17 ET-185;White CP1073 STARCO 2180@30;BIANCO LUCIDO;4;;0;0;0;0;4;4;0,333333333;;0;0,333333333;;1;0;4;4;45933;108,82;435,28
E-LINE;0;SO027543;BE25-009071;WO074005;Released;1;CO Puncher;Drawing;SE-2410;45954;BOHNENKAMP SE;PRIO;277035;WB 7.00Ix12 H2 5/67/112 Ø16 R12 ET10;Silver RAL9006 KENDA 900@140;RAL9006;60;;0;0;0;0;60;60;1;;1;0;1;;0;60;60;45919;36,5;2190
E-LINE;0;SO027435;BE25-007274;WO073619;Released;1;CO Puncher;Drawing;SE-2410;45954;BOHNENKAMP SE;PRIO;388526;WB 7.00Ix12 H2 5/67/112 Ø16 R12 ET-4;Silver RAL9006 STARCO 950@140;;150;;0;0;0;0;150;150;2,5;;2;0,5;2;1;0;150;150;45905;30,67;4600,5
E-LINE;0;SO027476;PO010317;WO073759;Firm Planned;0;CO Puncher;Drawing;DE-2110;45951;KENDA Deutschland GmbH;;274386;WB 10.50Ix12 H2 4/60/100 Ø18.5 R14 ET-70;Silver RAL9006 STARCO 1540@16;RAL9006;16;;0;0;0;0;16;16;0,333333333;;0;0,333333333;;1;0;16;16;45933;31,82;509,12
D-LINE;9;SO027473;PO010338;WO073746;Released;1;OC;Drawing;DE-2110;45951;KENDA Deutschland GmbH;;141282;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET0 RFH;VG7 Silver RAL9006 STARCO 4375@40;RAL9006;40;;0;0;0;0;40;40;5;;5;0;5;;0;40;40;45933;133,83;5353,2
E-LINE;0;SO027472;PO010340;WO073736;Firm Planned;0;prolazne rupe;Drawing;DE-2310;45953;KENDA Deutschland GmbH;;335735;WB 10.50Ix12 H2 4/85/130 Ø14.5 ET-60;Silver RAL9006 STARCO 1685@16;RAL9006;20;;0;0;0;0;20;20;0,416666667;;0;0,416666667;;1;0;20;20;45933;73,27;1465,4
E-LINE;0;SO027462;BE25-007274;WO073702;Released;1;CO Puncher;Drawing;SE-2410;45954;BOHNENKAMP SE;PRIO;388526;WB 7.00Ix12 H2 5/67/112 Ø16 R12 ET-4;Silver RAL9006 STARCO 950@140;;150;;0;0;0;0;150;150;2,5;;2;0,5;2;1;0;150;150;45898;30,67;4600,5
F-LINE;0;SO027750;PO010468;WO074782;Released;1;OC;Drawing;DE-1610;45946;KENDA Deutschland GmbH;PRIO;121154;WB W13x20 H2 6/161/205 Ø21.5 R14 ET-80;Red RAL3000 KENDA 3250@40;RAL3000;2;;0;0;0;0;2;2;0,166666667;;0;0,166666667;;1;0;2;2;45933;95;190
E-LINE;0;SO027754;PO010445;WO074788;Firm Planned;0;prolazne rupe;Drawing;DE-2410;45954;KENDA Deutschland GmbH;;707372;WB 7.00Ix12 H2 6/90/120 Ø13 ET-31;White CP2012 STARCO 825@30;BIANCO LUCIDO;12;;0;0;0;0;12;12;0,2;;0;0,2;;1;0;12;12;45933;29,4;352,8
GS-MTM;0;SO027576;L7M/1TR913;WO074129;Released;4;prolazne rupe;Drawing;RB-0610;45936;ROSENBAUER INTERNATIONAL AG;;725147;WB 18.00/1.5-21 H 10/281/335 Ø26 ET35;Black RAL9005 STARCO 6500@90;RAL9005;40;;40;40;-40;0;0;0;0;;0;0;;;1;0;0;45940;751,41;0
E-LINE;0;SO027473;PO010338;WO073744;Firm Planned;0;CO Puncher;Drawing;DE-2810;45958;KENDA Deutschland GmbH;;105789;WB 8.50Ix12 H2 5/67/112 Ø15 R12 ET0;Silver RAL9006 STARCO 975@16;RAL9006;40;;0;0;0;0;40;40;0,833333333;;0;0,833333333;;1;0;40;40;45933;66,14;2645,6
E-LINE;0;SO027472;PO010340;WO073735;Firm Planned;0;CO Puncher;Drawing;DE-2810;45958;KENDA Deutschland GmbH;;317908;WB 8.50Ix12 H2 5/80/115 Ø14.5 C90 ET5;VG2 Yellow RAL1018 STARCO 1140@16;RAL1018;36;;0;0;0;0;36;36;0,75;;0;0,75;;1;0;36;36;45933;30,68;1104,48
E-LINE;0;SO027473;PO010338;WO073742;Firm Planned;0;CO Puncher;Drawing;DE-2810;45958;KENDA Deutschland GmbH;;105109;WB 8.50Ix12 H2 5/80/115 Ø18.5 R14 ET-95;Orange CP1031 STARCO 1320@16;KUBOTA ORANGE;60;;0;0;0;0;60;60;1,25;;1;0,25;1;1;0;60;60;45933;28,6;1716
E-LINE;0;SO027473;PO010338;WO073741;Firm Planned;0;OC;Drawing;DE-3110;45961;KENDA Deutschland GmbH;;293202;WB 7.00Bx8 H2 4/58/85 Ø14 R12 ET-33;Yellow RAL1018 STARCO 535@16;RAL1018;88;;0;0;0;0;88;88;0,704;;0;0,704;;1;0;88;88;45933;23,92;2104,96
E-LINE;0;SO027473;PO010338;WO073743;Firm Planned;0;OC;Drawing;DE-3110;45961;KENDA Deutschland GmbH;;105116;WB 7.00Bx8 H2 4/58/85 Ø14 R12 ET-33;Orange CP1031 STARCO 535@16;KUBOTA ORANGE;60;;0;0;0;0;60;60;0,48;;0;0,48;;1;0;60;60;45933;23,92;1435,2
E-LINE;0;SO027705;PO010380;WO074665;Firm Planned;0;prolazne rupe;Drawing;DE-3110;45961;KENDA Deutschland GmbH;;359595;WB 7.00Bx8 H2 4/70/100 Ø13 ET-24;White RAL1013 STARCO 650@16;RAL1013;5;;0;0;0;0;5;5;0,04;;0;0,04;;1;0;5;5;45933;21,27;106,35
A-LINE;0;SO027472;PO010340;WO073730;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;200729;WI GR 2.50Ax8 20x120/114;TL Red RAL3002 STARCO 350@16;RAL3002;500;;0;0;0;0;500;500;1,234567901;;1;0,234567901;1;1;0;500;500;45933;6,41;3205
A-LINE;0;SO027472;PO010340;WO073731;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;266817;WI ER 2.50Ax6 20x75/69;TL Red RAL3002 STARCO 325@16;RAL3002;45;;0;0;0;0;45;45;0,071428571;;0;0,071428571;;1;0;45;45;45933;6,81;306,45
A-LINE;0;SO027472;PO010340;WO073732;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;275116;WI GR 2.50Ax6 20x113/107;TL Red RAL3003 STARCO 325@16;RAL3003;600;;0;0;0;0;600;600;0,869565217;;0;0,869565217;;1;0;600;600;45933;6,16;3696
G-LINE;0;SO027491;PO010344;WO073814;Released;1;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;699578;WB 11Jx16 H2 6/161/205 Ø21.5 R16 ET0;Silver RAL9006 STARCO 1850@60;RAL9006;108;;107;107;-54;53;54;1;3;;3;0;3;;0,990740741;1;1;45933;46,01;2484,54
F-LINE;0;SO027556;PO010377;WO074049;Released;1;;Drawing;DE-0710;45937;KENDA Deutschland GmbH;;162065;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0 VG3 Yellow;RAL1003 STARCO 2900@50 + VL TR415 Rubber Snap-I...;RAL1003;100;POLA NALOGA;100;100;-96;4;4;0;0,4;;0;0,4;;1;1;0;0;45940;88,12;352,48
B-LINE;13;SO027281;PO004916;WO073228;Released;1;;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;309712;WI EK 3.50Dx8 H2 35x66/78;TL White (CP1004) 6007/6007 2RS Kenda 1700@10;BIANCO AZZURRATO;200;;0;0;0;0;200;200;0,869565217;;0;0,869565217;;1;0;200;200;45912;14,49;2898
B-LINE;28;SO027650;PO005020;WO074440;Firm Planned;0;;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;365190;WI GO 5.50Ax8 H2 35,3x76;TL Silver RAL9006 PLN STARCO 250@30;RAL9006;200;;0;0;0;0;200;200;1,142857143;;1;0,142857143;1;1;0;200;200;45954;12,83;2566
B-LINE;0;SO027896;PO010343;WO075246;Firm Planned;0;;Drawing;PL-2410;45954;KENDA Polska Sp. z.o.o.;;139968;WB 2.50Ax8 H2 4/60/100 Ø14.5 C60 ET0;Silver RAL9006 KENDA 345@130;RAL9006;100;;0;0;0;0;100;100;0,284900285;0,37037037;0;0,284900285;;1;0;100;100;45947;7;700
E-LINE;0;SO027698;PO005052;WO074640;Firm Planned;0;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;727035;WB 7.00Ix8 H2 4/67/101.6 Ø12.5 C60 ET0;Silver RAL9006 STARCO 335@20;RAL9006;125;;0;0;0;0;125;125;1;;1;0;1;;0;125;125;45947;14,65;1831,25
C-LINE;8;SO027390;PO010069;WO073483;Firm Planned;0;;Drawing;PL-2410;45954;KENDA Polska Sp. z.o.o.;;541747;WI EK 4.50Ax6 H 25x90/98;TL Silver RAL9006 6205 2RS STARCO 335@30;RAL9006;250;;0;0;0;0;250;250;0,651041667;1,19047619;0;0,651041667;;2;0;250;250;45975;10,29;2572,5
C-LINE;9;SO027806;PO010268;WO074925;Firm Planned;0;;Drawing;PL-2410;45954;KENDA Polska Sp. z.o.o.;;541747;WI EK 4.50Ax6 H 25x90/98;TL Silver RAL9006 6205 2RS STARCO 335@30;RAL9006;400;;0;0;0;0;400;400;1,041666667;1,904761905;1;0,041666667;;2;0;400;400;46003;10,29;4116
C-LINE;10;SO027807;PO010276;WO074926;Firm Planned;0;;Drawing;PL-2410;45954;KENDA Polska Sp. z.o.o.;;681283;WI EK 4.50Ax6 H 25x90/98;TL Grey RAL7035 6205 2RS STARCO 335@30;RAL7035;200;;0;0;0;0;200;200;0,543478261;0,833333333;0;0,543478261;;1;0;200;200;46038;10,29;2058
C-LINE;11;SO027809;PO010269;WO074928;Firm Planned;0;;Drawing;PL-2410;45954;KENDA Polska Sp. z.o.o.;;541747;WI EK 4.50Ax6 H 25x90/98;TL Silver RAL9006 6205 2RS STARCO 335@30;RAL9006;500;;0;0;0;0;500;500;1,302083333;2,380952381;1;0,302083333;;3;0;500;500;46045;10,29;5145
GS-MTM;0;SO027595;L7M/1TT006;WO074211;Released;5;prolazne rupe;Drawing;RB-0610;45936;ROSENBAUER INTERNATIONAL AG;;718576;WB 10.00W-20 10/281/335 Ø26 ET0;Black RAL9005 STARCO 6500@90;RAL9005;30;;30;30;-30;0;0;0;0;;0;0;;;1;0;0;45930;392,04;0
G-LINE;0;SO027473;PO010338;WO073745;Released;1;prolazne rupe;Drawing;DE-0710;45937;KENDA Deutschland GmbH;;108179;WB 7Jx16 H2 6/161/205 Ø18.5 ET83;Silver RAL9006 KENDA 1650@65;RAL9006;34;;34;34;0;34;34;0;1,133333333;;1;0,133333333;1;1;1;0;0;45940;91,83;3122,22
C-LINE;12;SO027543;BE25-009071;WO074009;Released;1;;Drawing;SE-2410;45954;BOHNENKAMP SE;;361161;WI EK 4.50Ax6 H2 25x64/74;TL Silver RAL9006 6205 2RS Kenda 257@30;RAL9006;100;;0;0;0;0;100;100;0,260416667;;0;0,260416667;;1;0;100;100;45919;9,32;932
C-LINE;13;SO027543;BE25-009071;WO074010;Firm Planned;0;;Drawing;SE-2410;45954;BOHNENKAMP SE;;361161;WI EK 4.50Ax6 H2 25x64/74;TL Silver RAL9006 6205 2RS Kenda 257@30;RAL9006;100;;0;0;0;0;100;100;0,260416667;;0;0,260416667;;1;0;100;100;45947;9,32;932
C-LINE;15;SO027829;BE25-011314;WO075038;Firm Planned;0;;Drawing;SE-2410;45954;BOHNENKAMP SE;;361161;WI EK 4.50Ax6 H2 25x64/74;TL Silver RAL9006 6205 2RS Kenda 257@30;RAL9006;100;;0;0;0;0;100;100;0,260416667;;0;0,260416667;;1;0;100;100;46073;9,79;979
C-LINE;16;SO027825;PO005089;WO075030;Firm Planned;0;;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;316260;WI EK 4.50Ax6 H2 25x80/88;TL Silver RAL9006 6205 2RS Kenda 185@20;RAL9006;50;;0;0;0;0;50;50;0,130208333;;0;0,130208333;;1;0;50;50;45989;13,21;660,5
B-LINE;26;SO025924;PO009218;WO075161;Firm Planned;0;;Drawing;PL-2410;45954;KENDA Polska Sp. z.o.o.;;441016;WI EK 5.50Ax8 H2 25x85/95;TL Silver RAL9006 62052RS STARCO 243@20;RAL9006;500;;0;0;0;0;500;500;2,857142857;5,555555556;2;0,857142857;;6;0;500;500;45764;10,71;5355
B-LINE;22;SO027111;BE25-002504;WO075179;Firm Planned;0;;Drawing;SE-2410;45954;BOHNENKAMP SE;;581798;WI EK 5.50Ax8 H2 25x89/100 TL Silver RAL9006 6205;2RS STARCO 500@20 + VL TR413 Rubber Snap-In V2....;RAL9006;210;;0;0;0;0;210;210;1,2;;1;0,2;1;1;0;210;210;45862;9,48;1990,8
B-LINE;0;SO027902;PO010333;WO075251;Firm Planned;0;;Drawing;PL-2410;45954;KENDA Polska Sp. z.o.o.;;542249;WI EK 7.00Ax8 H2 25x85/95;TL Silver RAL9006 6205 2RS STARCO 650@25;RAL9006;50;;0;0;0;0;50;50;0,4;0,666666667;0;0,4;;1;0;50;50;45968;15,61;780,5
B-LINE;3;SO027111;BE25-002504;WO075174;Released;1;;Drawing;SE-2410;45954;BOHNENKAMP SE;;294407;WI EK 7.00Ax8 H2 30x107/127;TL Silver RAL9006 6206 2RS STARCO 280@50;RAL9006;5;;0;0;0;0;5;5;0,04;;0;0,04;;1;0;5;5;45836;19,49;97,45
C-LINE;17;SO027543;BE25-009071;WO074011;Firm Planned;0;;Drawing;SE-2410;45954;BOHNENKAMP SE;;316215;WI GK 4.50Ax6 H2 25x90;TL Silver RAL9006 6205 2RS STARCO 530@16;RAL9006;200;;0;0;0;0;200;200;0,520833333;;0;0,520833333;;1;0;200;200;45947;11,56;2312
C-LINE;21;SO026277;BE24-012339;WO075173;Firm Planned;0;;Drawing;SE-2410;45954;BOHNENKAMP SE;;316215;WI GK 4.50Ax6 H2 25x90;TL Silver RAL9006 6205 2RS STARCO 530@16;RAL9006;35;;0;0;0;0;35;35;0,091145833;;0;0,091145833;;1;0;35;35;45742;11,56;404,6
A-LINE;10;SO027453;PO004972;WO073667;Released;2;;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;PRIO 0;647715;WI GO 3.25Ax6 20x75;Black RAL9005 STARCO 195@20;RAL9005;260;;0;0;0;0;260;260;0,471014493;;0;0,471014493;;1;0;260;260;45898;6,24;1622,4
E-LINE;0;SO027675;PO005035;WO074525;Firm Planned;0;laser;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;744742;WB 8.00Ix12 H2 4/212/228 ET46;Silver RAL9006 STARCO 750@30;RAL9006;100;;0;0;0;0;100;100;1,666666667;;1;0,666666667;1;1;0;100;100;45961;35,98;3598
G-LINE;0;SO027453;PO004972;WO073671;Released;1;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;494708;WB 9.00x15.3 H2 5/94/140 Ø18.5 R14 ET-35;VG3 Black RAL9005 KENDA 1360@40;RAL9005 (CP1013);56;;0;0;0;0;56;56;2;;2;0;2;;0;56;56;45954;42,13;2359,28
G-LINE;0;SO027650;PO005020;WO074449;Released;1;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;429038;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET20;VG Black RAL9005 STARCO 1950@40;RAL9005 (CP1013);112;;0;0;0;0;112;112;4;;4;0;4;;0;112;112;45933;42,13;4718,56
G-LINE;0;SO027650;PO005020;WO074450;Released;1;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;429038;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET20;VG Black RAL9005 STARCO 1950@40;RAL9005 (CP1013);112;;0;0;0;0;112;112;4;;4;0;4;;0;112;112;45940;42,13;4718,56
G-LINE;0;SO027650;PO005020;WO074451;Released;1;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;429038;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET20;VG Black RAL9005 STARCO 1950@40;RAL9005 (CP1013);112;;0;0;0;0;112;112;4;;4;0;4;;0;112;112;45947;42,13;4718,56
G-LINE;0;SO027650;PO005020;WO074452;Released;1;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;429038;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET20;VG Black RAL9005 STARCO 1950@40;RAL9005 (CP1013);112;;0;0;0;0;112;112;4;;4;0;4;;0;112;112;45954;42,13;4718,56
G-LINE;0;SO026735;PO004762;WO075165;Firm Planned;0;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;429038;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET20;VG Black RAL9005 STARCO 1950@40;RAL9005 (CP1013);29;;0;0;0;0;29;29;1,035714286;;1;0,035714286;1;1;0;29;29;45915;42,13;1221,77
E-LINE;0;SO027461;BE25-006594;WO073699;Released;1;CO Puncher;Drawing;SE-2410;45954;BOHNENKAMP SE;PRIO;274898;WB 8.50Ix10 H2 5/67/112 Ø16 R12 ET-4;Silver RAL9006 STARCO 750@130;RAL9006;100;;0;0;0;0;100;100;1,25;;1;0,25;1;1;0;100;100;45912;29,94;2994
A-LINE;11;SO027650;PO005020;WO074441;Released;1;;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;PRIO;542195;WI EK 2.50Ax8 25x63,5/71,5;TL Silver RAL9006 62052RS STARCO 155@16;RAL9006;100;;0;0;0;0;100;100;0,266666667;;0;0,266666667;;1;0;100;100;45933;8,67;867
F-LINE;0;SO027650;PO005020;WO074444;Released;1;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;614564;WB W13x20 H2 8/221/275 Ø21.5 R16 ET-15;VG3 Black RAL9005 STARCO 3750@30;RAL9005;160;;0;0;0;0;160;160;13,33333333;;13;0,333333333;13;1;0;160;160;45940;86,13;13780,8
E-LINE;0;SO025734;PO004404;WO075148;Firm Planned;0;CO Puncher;Drawing;GB-2410;45954;KENDA GB Rugeley Ltd;;723846;WB 8.50Ix12 H2 5/71/152.4 Ø14 C60 ET60;White RAL9002 STARCO 800@40;RAL9002;1;;0;0;0;0;1;1;0,020833333;;0;0,020833333;;1;0;1;1;45674;32,1;32,1
B-LINE;0;SO026046;BE24-010418;WO075180;Released;1;CO Puncher;Drawing;SE-2410;45954;BOHNENKAMP SE;;473994;WB 2.50Ax8 H2 4/63/100 Ø14.5 C60 ET0;Silver RAL9006 KENDA 345@140;RAL9006;117;;0;117;0;0;117;117;0,333333333;;0;0,333333333;;1;0;117;117;45862;5,39;630,63
E-LINE;0;SO027683;PO000087;WO074577;Firm Planned;0;CO Puncher;Drawing;BE-2710;45957;KENDA België NV;;276540;WB 6.00Ix10 H2 4/60/100 Ø16 R12 ET-4;Silver RAL9006 CP2006 KENDA 750@140;RAL9006;100;;0;0;0;0;100;100;1,041666667;;1;0,041666667;1;1;0;100;100;45961;21,31;2131
E-LINE;0;SO027263;I22500333;WO073139;Released;1;CO Puncher;Drawing;BE-2710;45957;KENDA België NV;PRIO;522197;WB 6.00Ix10 H2 5/67/112 Ø16 R12 ET25;Silver RAL9006 KENDA 750@140;RAL9006;100;;0;0;0;0;100;100;1,041666667;;1;0,041666667;1;1;0;100;100;45898;17,42;1742
F-LINE;0;SO027263;I22500333;WO073141;Released;1;CO Puncher;Drawing;BE-2710;45957;KENDA België NV;;294230;WB 6.75x17.5 H2 6/161/205 Ø21.5 R16 ET0;Silver RAL9006 KENDA 2000@140;RAL9006;150;;0;0;0;0;150;150;6;;6;0;6;;0;150;150;45898;57,19;8578,5
B-LINE;16;SO027667;PO000077;WO074490;Firm Planned;0;;Drawing;BE-2710;45957;KENDA België NV;PRIO;663838;WI GK 3.50Dx8 H2 35x68 TL Silver RAL9006;60072RS/6007 2RS Kenda 1700@10 + VL TR600XHP-P ...;RAL9006;750;;0;0;0;0;750;750;3,333333333;;3;0,333333333;3;1;0;750;750;45961;14,07;10552,5
B-LINE;0;SO027917;PO000133;WO075326;Firm Planned;0;;Drawing;BE-2710;45957;KENDA België NV;PRIO;663838;WI GK 3.50Dx8 H2 35x68 TL Silver RAL9006;60072RS/6007 2RS Kenda 1700@10 + VL TR600XHP-P ...;RAL9006;500;;0;0;0;0;500;500;2,222222222;;2;0,222222222;2;1;0;500;500;45961;14,07;7035
B-LINE;0;SO027925;PO000214;WO075346;Firm Planned;0;;Drawing;BE-2710;45957;KENDA België NV;PRIO;663838;WI GK 3.50Dx8 H2 35x68 TL Silver RAL9006;60072RS/6007 2RS Kenda 1700@10 + VL TR600XHP-P ...;RAL9006;500;;0;0;0;0;500;500;2,222222222;;2;0,222222222;2;1;0;500;500;45961;14,07;7035
