MAIN BOM;No.;Description;Quantity per;Link;Draw
104331;CR128;38Kx80 GS RING;1.00;CR128_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\CR128_BM.pdf
104348;60105120S02;RIM 10,5IX12 H2 (3,0MM);1.00;60105120S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60105120S02-2.pdf
104348;61P1200457;"DISC,12""PRES, 4/100/60";1.00;DPC61P1200457;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200457.pdf
104348;CP1088;POWDER GREY MET 9006 RESIST;0.14;;
104355;104331;DU Spacer Stepped 50/38K-250,0;1.00;62R500053_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R500053_BM.pdf
104355;622194;RM W12x50;1.00;;
104355;CP5002;POWDER Terra Red TGIC-frei ;1.04;;
104362;354804;Precision B/Bearing 6205 2RS-25,0x52,0x15,0;2.00;;
104362;CP1056;POWDER RAL2002 VERMILION;0.07;;
104362;DT0021;DISTANCE TUBE fi 30/26X34;1.00;DT0021;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DT0021.pdf
104362;HT10156;HUB TUBE r57/47 X 73;1.00;HT10156;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT10156.pdf
104362;ST0119;COIL H.R. 2,0X345 mm   EN10051 P&O;2.85;;
104393;545516;RM W10x38;1.00;;
104393;573977;DU Spacer Stepped 38/30-300;1.00;62R380036_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380036_BM.pdf
104393;CP5002;POWDER Terra Red TGIC-frei ;0.86;;
104409;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
104409;60090200S01;RIM 9,00X20 H2 (5,0MM);1.00;60090200S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090200S01-2.pdf
104409;61P2000127;"20"" PLUGGED DISC 6/140/95";1.00;DPC61P2000127;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2000127.pdf
104409;CP1017;POWDER RAL9001 CREAM;0.26;;
104461;62R280051;"28"" GS RING";1.00;;
104461;CP1005;POWDER RAL3000 FLAME RED;0.22;;
104461;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
104577;488554;RM DWW16Lx30;1.00;;
104577;503608;WD Formed T-mount 12mm  Ø680,0-Ø662,5mm;1.00;61S2800001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2800001_BM.pdf
104577;607818;Valve guard VG9;1.00;;
104577;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.62;;
104584;62R280052;"28"" GS RING";1.00;;
104669-1;373577;VL EV42NI-N Steel Gromit;1.00;;
104669-1;673738;WB 5Jx16 H2 5/115/165.1 Ø18.5 C80 ET39.7;1.00;;
104690;60080150S01;RIM 8,00LBX15 H2 (4,0MM);1.00;60080150S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60080150S01-2.pdf
104690;61P1500394;"DISC,15""SQUARE,6/205/161";1.00;DPC61P1500394;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500394.pdf
104690;CP1088;POWDER GREY MET 9006 RESIST;0.16;;
104706;497082;RM DWW16Lx34;1.00;;
104706;604176;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;61S3200008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3200008_BM.pdf
104706;607818;Valve guard VG9;1.00;;
104706;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.70;;
104751;60080160S04;RIM 8,00JX16 H2 (4,0MM);1.00;60080160S04-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60080160S04-2.pdf
104751;61P1600181;"DISC,16"" PRES,6/205/161";1.00;DPC61P1600181;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600181.pdf
104751;CP1088;POWDER GREY MET 9006 RESIST;0.18;;
104768;575124;RM W8x44;1.00;;
104768;695426;DU Spacer Stepped 42/38K-350;1.00;62R420085_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420085_BM.pdf
104768;CP1088;POWDER GREY MET 9006 RESIST;0.85;;
104775;62R280014;"28"" GS RING";1.00;;
104775;CP1002;POWDER RAL3002 CARMINE RED;0.18;;
104775;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
104782;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
104782;60140200S05;RIM 14,00X20 H2 (5,0MM);1.00;60140200S05;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60140200S05.pdf
104782;61P2000112;"DISC,20"" 6/170/135,3";1.00;DPC61P2000112;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2000112.pdf
104782;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.34;;
104805;60050150S05;RIM 5,00JX15 H2 (3MM);1.00;60050150S05-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60050150S05-2.pdf
104812;104805;RM 5Jx15 H2;1.00;104805_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\104805_BM.pdf
104812;481913;DU Clamp SOK weld-on;2.00;62G10001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G10001_BM.pdf
104812;525280;DU Spacer Stepped 15/12-150,0;1.00;62R150006_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R150006_BM.pdf
104812;CP8002;LIQUIDE PAINT RAL9006 SILVER;0.15;;
104812;ST2004;STEEL ROD ROUND fi 12;0.85;;
104812;TU2006;STEEL BAR 50,0x50,0x4000 S355-ST50;0.94;;
104836;559216;DU Clamp ring 24-45;1.00;559216_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559216_BM.pdf
104836;586861;RM W7x32;1.00;;
104836;692906;DU Spacer Stepped 32/28-180;1.00;62R320056_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R320056_BM.pdf
104836;CP1077;POWDER RAL9018 WHITE;0.43;;
104850;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
104850;545509;RM W10x36;1.00;;
104850;607818;Valve guard VG9;1.00;;
104850;CP1088;POWDER GREY MET 9006 RESIST;0.59;;
104867;593869;RM W10x24;1.00;593869_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\593869_BM.pdf
104867;607818;Valve guard VG9;1.00;;
104867;633893;WD Formed T-mount 12mm  Ø580,0-Ø560,9mm;1.00;61S2400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2400007_BM.pdf
104867;CP1088;POWDER GREY MET 9006 RESIST;0.35;;
104874;490977;RM DW20Ax30;1.00;;
104874;588940;WD Formed T-mount 15mm  Ø680,0-Ø662,5mm;1.00;61S2800007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2800007_BM.pdf
104874;607818;Valve guard VG9;1.00;;
104874;CP1103;POWDER RAL7040 GREY;0.72;;
104928;525365;DU Spacer Stepped 28/24-170,0;1.00;62R280001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R280001_BM.pdf
104928;559254;"DU Spacer 28,0""/28,0"" x 45mm Standard";1.00;559254_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559254_BM.pdf
104928;594521;RM W8x28;1.00;594521_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\594521_BM.pdf
104928;CP5001;POWDER JDM F9H YELLOW;0.50;;
104935;545509;RM W10x36;1.00;;
104935;559315;DU Clamp ring 36-45;1.00;559315_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559315_BM.pdf
104935;680774;DU Spacer Stepped 36/30-180;1.00;62R360047_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R360047_BM.pdf
104935;CP1009;POWDER RAL7037 DUSTY GREY;0.63;;
104942;104973;DU Spacer Emc2 42-285,0;1.00;62R420088_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420088_BM.pdf
104942;104980;DU Spacer Stepped 46/42-150,0;1.00;62R460078_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R460078_BM.pdf
104966;62R460031;"46"" GS RING";1.00;;
104966;CP5001;POWDER JDM F9H YELLOW;0.25;;
104966;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
104973;62R420088;"42"" GS RING";1.00;;
104980;62R460078;"46"" GS RING";1.00;;
105031;497082;RM DWW16Lx34;1.00;;
105031;604176;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;61S3200008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3200008_BM.pdf
105031;607818;Valve guard VG9;1.00;;
105031;CP1010;POWDER RAL9016 TRAFFIC WHITE;0.70;;
105048;525365;DU Spacer Stepped 28/24-170,0;1.00;62R280001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R280001_BM.pdf
105048;559254;"DU Spacer 28,0""/28,0"" x 45mm Standard";1.00;559254_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559254_BM.pdf
105048;594521;RM W8x28;1.00;594521_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\594521_BM.pdf
105048;CP1010;POWDER RAL9016 TRAFFIC WHITE;0.50;;
105055;552828;DU Spacer Stepped 42/34K-300;1.00;62R420009_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420009_BM.pdf
105055;575124;RM W8x44;1.00;;
105055;CP1010;POWDER RAL9016 TRAFFIC WHITE;0.80;;
105086;62R440043;"44"" GS RING";1.00;;
105086;CP5001;POWDER JDM F9H YELLOW;0.41;;
105086;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
105093;497082;RM DWW16Lx34;1.00;;
105093;604176;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;61S3200008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3200008_BM.pdf
105093;607818;Valve guard VG9;1.00;;
105093;CP1077;POWDER RAL9018 WHITE;0.70;;
105109;60085120S02;RIM 8.50IX12 3,0mm;1.00;60085120S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60085120S02-2.pdf
105109;61P1200169;"DISC,12""PRES,5/115/80";1.00;DPC61P1200169;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200169.pdf
105109;CP1031;POWDER KUBOTA ORANGE;0.13;;
105116;60070080S06;RIM 7.00BX8(2,5MM);1.00;60070080S06-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60070080S06-2.pdf
105116;61F0800009;"DISC,8""FLAT 4/98/58 & 4/85/58";1.00;DPC61F0800009;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61F0800009.pdf
105116;CP1031;POWDER KUBOTA ORANGE;0.06;;
105147;60140240S02;RIM DW14LX24 5,0mm;1.00;60140240S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60140240S02-2.pdf
105147;607818;Valve guard VG9;1.00;;
105147;61P2400171;"DISC 24""  8/275/221";1.00;DPC61P2400171;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2400171.pdf
105147;CP1010;POWDER RAL9016 TRAFFIC WHITE;0.41;;
105154;549538;DU Spacer Stepped 40/36-170;1.00;62R400001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R400001_BM.pdf
105154;559339;"DU Spacer 40,0""/40,0"" x 45mm Standard";1.00;559339_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559339_BM.pdf
105154;561813;RM W8x40;1.00;;
105154;CP1005;POWDER RAL3000 FLAME RED;0.80;;
105161;60140240S01;RIM 14WX24 5,0mm;1.00;60140240S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60140240S01-2.pdf
105161;607818;Valve guard VG9;1.00;;
105161;61P2400124;"24"" PLUGGED DISC 6/285/250";1.00;DPC61P2400124;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2400124.pdf
105161;CP1077;POWDER RAL9018 WHITE;0.43;;
105178;60080160S17;RIM 8,00JX16 H2 (4,5MM);1.00;60080160S17-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60080160S17-2.pdf
105178;61P1600283;"DISC,16"" PRES,5/112/66,5";1.00;DPC61P1600283;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600283.pdf
105178;CP1088;POWDER GREY MET 9006 RESIST;0.18;;
105185;525433;DU Spacer Stepped 36/30-170;1.00;62R360004_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R360004_BM.pdf
105185;547145;RM W8x36;1.00;;
105185;559315;"DU Spacer 36,0""/36,0"" x 45mm Standard";1.00;559315_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559315_BM.pdf
105185;CP0007;POWDER RAL7024 GRAPHITE GREY;0.52;;
105222;481913;DU Clamp SOK weld-on;2.00;62G10001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G10001_BM.pdf
105222;517360;RM W9x18 H2;1.00;517360_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\517360_BM.pdf
105222;525013;DU Spacer Standard 18-200,0;1.00;62R180001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R180001_BM.pdf
105222;CP8025;LIQUIDE PAINT RAL3020 RED;0.25;;
105222;TU2004;STEEL BAR 18,0x18,0x4000 S275 JR+AR;3.71;;
105222;TU2006;STEEL BAR 50,0x50,0x4000 S355-ST50;1.57;;
105239;559346;"DU Spacer 42,0""/42,0"" x 45mm Standard";1.00;559346_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559346_BM.pdf
105239;579542;RM W10x42;1.00;;
105239;623368;DU Spacer Standard 42-200;1.00;62R420054_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420054_BM.pdf
105239;CP1064;POWDER RAL3020 RED;0.70;;
105253;481913;DU Clamp SOK weld-on;4.00;62G10001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G10001_BM.pdf
105253;587769;RM W8x16 H2;1.00;587769_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\587769_BM.pdf
105253;592169;DU Spacer Standard 17-180;1.00;62R170006_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R170006_BM.pdf
105253;62M10003;Drive block 25x25x20;2.00;62M10003_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10003_BM.pdf
105253;CP8026;LIQUIDE PAINT RAL9005 HGL;0.25;;
105260;436531;RM 5.50Fx18;1.00;436531_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\436531_BM.pdf
105260;481913;DU Clamp SOK weld-on;4.00;62G10001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G10001_BM.pdf
105260;576022;DU Spacer Stepped 18/17-140 DTS;1.00;62R180004_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R180004_BM.pdf
105260;62M10003;Drive block 25x25x20;2.00;62M10003_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10003_BM.pdf
105260;CP8026;LIQUIDE PAINT RAL9005 HGL;0.20;;
105352;497488;DU Spacer Stepped 42/38K-300;1.00;62R420026_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420026_BM.pdf
105352;575124;RM W8x44;1.00;;
105352;CP5001;POWDER JDM F9H YELLOW;0.80;;
105383;579542;RM W10x42;1.00;;
105383;607818;Valve guard VG9;1.00;;
105383;61S4200070;WD Formed T-mount 15mm  Ø1040,0-Ø1018,1mm;1.00;DPC61S4200070;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S4200070.pdf
105383;CP1064;POWDER RAL3020 RED;0.72;;
105390;60130170S06;RIM 13,00X17 H2 (5,0MM);1.00;60130170S06-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130170S06-2.pdf
105390;607818;Valve guard VG9;1.00;;
105390;61P1700144;"DISC,17""PRES, 8/220/180";1.00;DPC61P1700144;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700144.pdf
105390;CP1067;POWDER RAL9005 BLACK GL 80-90;0.26;;
105390;ST2006;STEEL STRIP 12x50x6000 S275JR+AR;0.26;;
105413;60070120S02;RIM 7,00IX12 H2 (3,0MM);1.00;60070120S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60070120S02-2.pdf
105413;61P1200068;"DISC,12""PRES,5/160/110";1.00;DPC61P1200068;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200068.pdf
105413;CP1088;POWDER GREY MET 9006 RESIST;0.11;;
105468;489735;RM DWW16Lx38;1.00;;
105468;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
105468;607818;Valve guard VG9;1.00;;
105468;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.81;;
105482;525372;DU Spacer Stepped 28/24-200;1.00;62R280002_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R280002_BM.pdf
105482;559254;"DU Spacer 28,0""/28,0"" x 45mm Standard";1.00;559254_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559254_BM.pdf
105482;594545;RM W10x28;1.00;594545_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\594545_BM.pdf
105482;CP1064;POWDER RAL3020 RED;0.53;;
105499;525365;DU Spacer Stepped 28/24-170,0;1.00;62R280001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R280001_BM.pdf
105499;559254;"DU Spacer 28,0""/28,0"" x 45mm Standard";1.00;559254_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\559254_BM.pdf
105499;594521;RM W8x28;1.00;594521_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\594521_BM.pdf
105499;CP1031;POWDER KUBOTA ORANGE;0.50;;
105543;579542;RM W10x42;1.00;;
105543;599953;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200008_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200008_BM.pdf
105543;607818;Valve guard VG9;1.00;;
105543;CP2014;POWDER GRIGIO PE 5220 (4M8071);0.74;;
105574;497099;RM DWW18Lx38;1.00;;
105574;600109;WD Formed T-mount 15mm  Ø880,0-Ø865,7mm;1.00;61S3600023_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3600023_BM.pdf
105574;607818;Valve guard VG9;1.00;;
105574;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.89;;
105581;503608;WD Formed T-mount 12mm  Ø680,0-Ø662,5mm;1.00;61S2800001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2800001_BM.pdf
105581;590868;RM W16Lx28;1.00;590868_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\590868_BM.pdf
105581;607818;Valve guard VG9;1.00;;
105581;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.58;;
105598;542805;WD Formed T-mount 12mm  Ø1190,0-Ø1170,5mm;1.00;542805_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\542805_BM.pdf
105598;547541;RM W10x48;1.00;;
105598;607818;Valve guard VG9;1.00;;
105598;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.90;;
105604;545493;RM W10x32;1.00;;
105604;591384;WD Formed T-mount 12mm  Ø780,0-Ø764,1mm;1.00;61S3200012_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S3200012_BM.pdf
105604;607818;Valve guard VG9;1.00;;
105604;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.51;;
105703;495484;DU Spacer Standard 28-300;1.00;62R280005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R280005_BM.pdf
105703;595320;RM DW12x28;1.00;595320_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\595320_BM.pdf
105703;CP5001;POWDER JDM F9H YELLOW;0.58;;
105741;489735;RM DWW16Lx38;1.00;;
105741;600574;DU Spacer Standard 38K-300;1.00;62R380050_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380050_BM.pdf
105741;CP5001;POWDER JDM F9H YELLOW;0.80;;
105758;497099;RM DWW18Lx38;1.00;;
105758;600574;DU Spacer Standard 38K-300;1.00;62R380050_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380050_BM.pdf
105758;CP1088;POWDER GREY MET 9006 RESIST;0.96;;
105772;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
105772;CP1088;POWDER GREY MET 9006 RESIST;0.42;;
105789;60085120S02;RIM 8,50IX12 H2 (3,0mm);1.00;60085120S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60085120S02-2.pdf
105789;61P1200458;"DISC,12""PRES, 5/112/67";1.00;DPC61P1200458;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200458.pdf
105789;CP1088;POWDER GREY MET 9006 RESIST;0.11;;
105826;503608;WD Formed T-mount 12mm  Ø680,0-Ø662,5mm;1.00;61S2800001_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2800001_BM.pdf
105826;594545;RM W10x28;1.00;594545_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\594545_BM.pdf
105826;607818;Valve guard VG9;1.00;;
105826;CP1064;POWDER RAL3020 RED;0.43;;
105833;486246;RM DWW16Lx42;1.00;;
105833;630960;DU Spacer Standard 42K-300;1.00;62R420058_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420058_BM.pdf
105833;CP5001;POWDER JDM F9H YELLOW;1.01;;
105840;486246;RM DWW16Lx42;1.00;;
105840;630960;DU Spacer Standard 42K-300;1.00;62R420058_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420058_BM.pdf
105840;CP1088;POWDER GREY MET 9006 RESIST;1.01;;
105857;579542;RM W10x42;1.00;;
105857;598000;WD Formed T-mount 12mm  Ø1040,0-Ø1018,1mm;1.00;61S4200005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4200005_BM.pdf
105857;607818;Valve guard VG9;1.00;;
105857;CP1064;POWDER RAL3020 RED;0.74;;
105864;486291;RM DWW25Bx42;1.00;;
105864;590486;WD Formed T-mount 15mm  Ø990,0-Ø967,0mm;1.00;61S4000005_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S4000005_BM.pdf
105864;607818;Valve guard VG9;1.00;;
105864;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;1.26;;
105871;60055140S02;RIM 5,5JX14(4,5MM);1.00;60055140S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60055140S02-2.pdf
105871;61P1400012;"DISC,14""PRES,6/205/161";1.00;DPC61P1400012;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1400012.pdf
105871;CP1088;POWDER GREY MET 9006 RESIST;0.11;;
105918;62R380082;"38"" GS RING";1.00;;
105918;CP1017;POWDER RAL9001 CREAM;0.30;;
105918;ST2012;STEEL STRIP 30x20x4000 DD11;0.60;;
105932;607818;Valve guard VG9;1.00;;
105932;633893;WD Formed T-mount 12mm  Ø580,0-Ø560,9mm;1.00;61S2400007_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\61S2400007_BM.pdf
105932;647364;RM W13x24;1.00;647364_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\647364_BM.pdf
105932;CP1077;POWDER RAL9018 WHITE;0.42;;
105956;504575;RM DWW15Lx38;1.00;;
105956;573977;DU Spacer Stepped 38/30-300;1.00;62R380036_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R380036_BM.pdf
105956;CP5001;POWDER JDM F9H YELLOW;0.95;;
106014;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
106014;60160240S03;RIM W16LX24 5,0mm;1.00;60160240S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160240S03-2.pdf
106014;61P2400172;"24"" PLUGGED DISC 8/330/290";1.00;DPC61P2400172;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2400172.pdf
106014;CP2012;POWDER BIANCO LUCIDO (CNH) RAL9378;0.47;;
106021;361482;Valve guard VG7;1.00;;
106021;489735;RM DWW16Lx38;1.00;;
106021;503615;WD Formed T-mount 12mm  Ø880,0-Ø865,7mm;1.00;503615_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\503615_BM.pdf
106021;CP1009;POWDER RAL7037 DUSTY GREY;0.81;;
106038;361482;Valve guard VG7;1.00;;
